timestamp,event_type,estimated_attendance,crowd_density,temperature,humidity,day_of_week,hour_of_day,is_weekend,is_holiday,crowd_flow_in,crowd_flow_out,net_flow,density_category
2024-01-05 18:00:00,graduation,944,0.8836116574538828,23.703802521278387,41.64556526903639,4,18,False,False,0.0,-0.0,0.0,Very High
2024-01-05 18:15:00,graduation,1971,0.8377669195022163,26.441286071167283,66.41597728770014,4,18,False,False,1027.0,-620.5525599438208,406.4474400561792,Very High
2024-01-05 18:30:00,graduation,3165,0.5983032771926725,32.70112301867571,62.96055547128305,4,18,False,False,1194.0,-572.4993901182723,621.5006098817277,High
2024-01-05 18:45:00,graduation,2720,0.15041701715280073,23.17958781189992,61.472379513213454,4,18,False,True,-445.0,158.85549077466342,-286.1445092253366,Low
2024-01-05 19:00:00,graduation,2695,0.8598825016936256,16.287793540815265,40.66526831834004,4,19,False,False,-25.0,16.268973712704252,-8.731026287295748,Very High
2024-01-05 19:15:00,graduation,3001,0.25276988915317555,24.565249316539735,48.81671316909244,4,19,False,False,306.0,-238.76702919138677,67.23297080861323,Medium
2024-01-05 19:30:00,graduation,3188,0.1132508844246746,19.432156436357587,55.10498113566089,4,19,False,True,187.0,-61.26563167363794,125.73436832636206,Low
2024-01-05 19:45:00,graduation,2117,0.32741587780962844,26.285602271310992,64.62820866460021,4,19,False,False,-1071.0,750.5341087750506,-320.46589122494936,Medium
2024-01-05 20:00:00,graduation,999,0.6101684913470257,11.416906701623912,56.32664910366658,4,20,False,False,-1118.0,447.23399590091407,-670.7660040990859,High
2024-01-06 19:00:00,political_rally,4102,0.8846149778007634,27.230740492670996,74.70091842808483,5,19,True,False,0.0,-0.0,0.0,Very High
2024-01-06 19:15:00,political_rally,8792,0.2218743890980367,17.48464445893524,51.17220529342827,5,19,True,False,4690.0,-1788.8032154512246,2901.196784548775,Medium
2024-01-06 19:30:00,political_rally,11303,0.10012714137841955,24.04020027035104,62.19510623490527,5,19,True,False,2511.0,-1985.5782571087009,525.4217428912991,Low
2024-01-06 19:45:00,political_rally,15275,0.26248004172423506,30.721480629197078,78.82380546902428,5,19,True,False,3972.0,-1219.4522406533354,2752.547759346665,Medium
2024-01-06 20:00:00,political_rally,14618,0.713043187168116,17.732967104722377,49.86171162931349,5,20,True,False,-657.0,392.80890769465594,-264.19109230534406,High
2024-01-06 20:15:00,political_rally,17975,0.4459324398624893,19.691815268177834,44.36072877007222,5,20,True,False,3357.0,-2159.8083979733296,1197.1916020266704,Medium
2024-01-06 20:30:00,political_rally,16861,0.6442833956459484,26.40161627146101,48.56911279511024,5,20,True,False,-1114.0,780.2771441519745,-333.72285584802546,High
2024-01-06 20:45:00,political_rally,19726,0.8786988022900863,19.98739937700153,58.62558460709975,5,20,True,False,2865.0,-1841.8619239891373,1023.1380760108627,Very High
2024-01-06 21:00:00,political_rally,14490,0.4265374728078011,29.409368071271743,65.1498226021904,5,21,True,False,-5236.0,2420.865049852519,-2815.134950147481,Medium
2024-01-06 21:15:00,political_rally,15404,0.8144326216258031,11.995796169494062,77.98948682305763,5,21,True,False,914.0,-614.2724724463769,299.7275275536231,Very High
2024-01-06 21:30:00,political_rally,16493,0.8725195890909089,33.88809911876446,44.888982935813615,5,21,True,False,1089.0,-668.2736050990816,420.7263949009184,Very High
2024-01-06 21:45:00,political_rally,15256,0.16557313403177842,30.163397655370183,78.73298136571192,5,21,True,False,-1237.0,736.1843538865244,-500.8156461134756,Low
2024-01-06 22:00:00,political_rally,12082,0.5763519819621292,15.679260060670355,64.23584758441848,5,22,True,False,-3174.0,2404.69871066177,-769.3012893382302,High
2024-01-06 22:15:00,political_rally,7847,0.4390225991449953,23.451142909721284,65.43407996215974,5,22,True,False,-4235.0,2566.363280192219,-1668.636719807781,Medium
2024-01-06 22:30:00,political_rally,4931,0.8533310352579794,25.585825673434975,64.5630273056831,5,22,True,False,-2916.0,1269.4859605183908,-1646.5140394816092,Very High
2024-01-13 20:00:00,festival,6905,0.5954974333802175,22.440007492933237,56.74725423558743,5,20,True,False,0.0,-0.0,0.0,High
2024-01-13 20:15:00,festival,9468,0.6350906894463317,28.45156934902253,76.06126381377236,5,20,True,False,2563.0,-1008.8335671003463,1554.1664328996537,High
2024-01-13 20:30:00,festival,11339,0.4065815821261124,24.61111376991109,49.456515533162644,5,20,True,False,1871.0,-1317.0025681325096,553.9974318674904,Medium
2024-01-13 20:45:00,festival,16363,0.5340258473182672,28.116048810711884,55.34685105230176,5,20,True,False,5024.0,-3902.126040634659,1121.8739593653409,High
2024-01-13 21:00:00,festival,18852,0.5175973368342482,29.046652772300977,41.89488436583032,5,21,True,False,2489.0,-798.1688127970399,1690.83118720296,High
2024-01-13 21:15:00,festival,25205,0.13497517042173268,27.839830645334565,78.15667968840279,5,21,True,False,6353.0,-2137.8429947447544,4215.157005255245,Low
2024-01-13 21:30:00,festival,28630,0.35434920358554567,27.219025604376828,41.80635759263242,5,21,True,False,3425.0,-1477.1115578523352,1947.8884421476648,Medium
2024-01-13 21:45:00,festival,35509,0.46748055391780263,22.17658522685854,66.85869085719418,5,21,True,False,6879.0,-2109.044672267802,4769.9553277321975,Medium
2024-01-13 22:00:00,festival,35036,0.8249662040817612,25.28720671407384,67.61640879971962,5,22,True,False,-473.0,322.2322710066539,-150.7677289933461,Very High
2024-01-13 22:15:00,festival,29661,0.37523970567568654,21.954796781416555,59.083096256487494,5,22,True,False,-5375.0,2389.7475754656134,-2985.2524245343866,Medium
2024-01-13 22:30:00,festival,34422,0.7523913017671443,26.328328173986808,72.7150796601793,5,22,True,False,4761.0,-2171.3296933737815,2589.6703066262185,High
2024-01-13 22:45:00,festival,36120,0.26469750087838173,26.825910933290018,55.694312224735754,5,22,True,False,1698.0,-875.1463039532122,822.8536960467878,Medium
2024-01-13 23:00:00,festival,35711,0.1843515691079124,31.770097287830666,73.0160888813624,5,23,True,False,-409.0,302.5263558033075,-106.47364419669248,Low
2024-01-13 23:15:00,festival,33278,0.5690757561287558,29.35927449349927,49.07203026922616,5,23,True,False,-2433.0,916.7658350513301,-1516.2341649486698,High
2024-01-13 23:30:00,festival,33451,0.3864744990978729,25.552893619901468,66.85322604522815,5,23,True,False,173.0,-84.16805659292582,88.83194340707418,Medium
2024-01-13 23:45:00,festival,31968,0.3871642501687079,27.925498255517944,75.71995918603594,5,23,True,True,-1483.0,590.6177322660086,-892.3822677339914,Medium
2024-01-14 00:00:00,festival,36781,0.590424429223204,20.445155735779444,54.02845826119092,6,0,True,True,4813.0,-2485.438193787706,2327.561806212294,High
2024-01-14 00:15:00,festival,32563,0.7765368150804818,15.542234214383399,74.06060662512164,6,0,True,False,-4218.0,1796.610314004429,-2421.389685995571,High
2024-01-14 00:30:00,festival,35892,0.26774147976372653,21.78403948914839,40.42000604661882,6,0,True,False,3329.0,-1528.7403424845184,1800.2596575154816,Medium
2024-01-14 00:45:00,festival,31074,0.27895513169520686,19.35324260724804,65.69980586660509,6,0,True,False,-4818.0,2885.186034317299,-1932.813965682701,Medium
2024-01-14 01:00:00,festival,38106,0.4420594012236484,22.863913862205482,49.652374997786104,6,1,True,False,7032.0,-2945.325588592421,4086.674411407579,Medium
