timestamp,event_type,estimated_attendance,crowd_density,temperature,humidity,day_of_week,hour_of_day,is_weekend,is_holiday,crowd_flow_in,crowd_flow_out,net_flow,density_category
2024-01-05 17:39:32.150219,graduation,943.16942612264,0.929538812573959,22.376700044963407,34.19874812775739,4,18,False,False,0.0,-0.0,0.0,Very High
2024-01-05 17:51:43.167863,graduation,904.1146800167447,1.0,31.511131673774482,45.847127923987635,4,18,False,False,0.0,-0.0,0.0,Very High
2024-01-05 17:54:32.150219,graduation,1985.5374423872422,0.8332484085247002,24.566564618145453,56.1199434112029,4,18,False,False,880.7729780106397,0.0,401.9717591220232,Very High
2024-01-05 17:57:06.917978,graduation,955.0957701291471,0.7570823011448395,23.356906957646707,45.56989639020829,4,18,False,False,0.0,-0.0,0.0,Very High
2024-01-05 18:00:00.000000,graduation,944.0,0.8836116574538828,23.703802521278387,41.64556526903639,4,18,False,False,0.0,-0.0,0.0,Very High
2024-01-05 18:06:43.167863,graduation,1891.4846938768449,0.8129032756652902,26.316000001196503,63.95374279339055,4,18,False,False,1026.1177637260967,0.0,409.1106359173869,Very High
2024-01-05 18:09:32.150219,graduation,3618.928144946459,0.7257675702304697,32.20670454760485,63.62993261675237,4,18,False,False,1341.6830894618058,0.0,543.8037046277819,High
2024-01-05 18:12:06.917978,graduation,1764.202346951168,0.6973043315981418,25.220898009035686,69.68083016766853,4,18,False,False,885.5899464947548,0.0,386.3165477292932,Very High
2024-01-05 18:15:00.000000,graduation,1971.0,0.8377669195022163,26.441286071167283,66.41597728770014,4,18,False,False,1027.0,-620.5525599438208,406.4474400561792,Very High
2024-01-05 18:16:22.645045,graduation,899.6300636805324,0.7633405410213261,20.56823898010813,45.99324295707286,4,18,False,False,0.0,-0.0,0.0,Very High
2024-01-05 18:21:43.167863,graduation,2708.677353348641,0.5570385017431112,28.67630769751584,51.0850864117143,4,18,False,False,906.1297121922468,0.0,563.194131151091,High
2024-01-05 18:24:32.150219,graduation,2988.155477022085,0.16042580784941524,21.610024850449836,42.275611665343966,4,18,False,True,0.0,177.6534461793573,0.0,Low
2024-01-05 18:27:06.917978,graduation,3621.9388699160554,0.5834290455517682,38.01452487187405,52.05233071253941,4,18,False,False,1086.751014388476,0.0,672.5963807938305,High
2024-01-05 18:30:00.000000,graduation,3165.0,0.5983032771926725,32.70112301867571,62.96055547128305,4,18,False,False,1194.0,-572.4993901182723,621.5006098817277,High
2024-01-05 18:31:22.645045,graduation,1979.4254272458284,0.813868483829235,25.59764319481303,61.16276330033176,4,18,False,False,1097.0772012256118,0.0,386.91281491533323,Very High
2024-01-05 18:36:43.167863,graduation,2691.1674137957216,0.16162360367954978,23.282331013270053,48.315557672617715,4,18,False,True,0.0,146.76164835557097,0.0,Low
2024-01-05 18:39:32.150219,graduation,2417.058000076962,0.9396751808647145,16.196135999510275,35.77253245611528,4,19,False,False,0.0,18.695339727990618,0.0,Very High
2024-01-05 18:42:06.917978,graduation,2580.350568274897,0.10790275765383331,22.728460930162996,55.68751020037997,4,18,False,True,0.0,175.29912321719172,0.0,Low
2024-01-05 18:45:00.000000,graduation,2720.0,0.1504170171528007,23.17958781189992,61.472379513213454,4,18,False,True,-445.0,158.85549077466342,-286.1445092253366,Low
2024-01-05 18:46:22.645045,graduation,2885.018943174137,0.555550543983422,42.248703695984034,60.20182161722929,4,18,False,False,1191.1667396074356,0.0,634.1649660380086,High
2024-01-05 18:51:43.167863,graduation,2907.9148115544103,0.9913774939996398,16.691580772306338,37.92922668907444,4,19,False,False,0.0,18.02918236843252,0.0,Very High
2024-01-05 18:57:06.917978,graduation,3148.499239532766,0.7530446133292829,15.123684824237783,46.86717665494655,4,19,False,False,0.0,16.71546315536194,0.0,Very High
2024-01-05 19:00:00.000000,graduation,2695.0,0.8598825016936256,16.287793540815265,40.66526831834004,4,19,False,False,-25.0,16.268973712704252,-8.731026287295748,Very High
2024-01-05 19:01:22.645045,graduation,2461.2940606012075,0.10917527824364279,24.548728683189232,68.16560912992814,4,18,False,True,0.0,176.2935798929826,0.0,Low
2024-01-05 19:06:43.167863,graduation,2913.350301915945,0.2507119076809361,20.530093440335506,51.98909929128393,4,19,False,False,278.93105259891155,0.0,72.62912890825108,Medium
2024-01-05 19:09:32.150219,graduation,3178.411494581914,0.1142721852544987,18.965981267921965,43.76398149606807,4,19,False,True,175.17946189257103,0.0,129.16261894840264,Low
2024-01-05 19:12:06.917978,graduation,3241.3020438477183,0.31147603379900224,24.49409781149778,52.08517773507663,4,19,False,False,290.22941437859413,0.0,71.88800889441737,Medium
2024-01-05 19:15:00.000000,graduation,3001.0,0.2527698891531755,24.56524931653973,48.81671316909244,4,19,False,False,306.0,-238.7670291913868,67.23297080861323,Medium
2024-01-05 19:16:22.645045,graduation,2301.1576597299677,0.7093919089565206,17.900727288624765,37.50086869894496,4,19,False,False,0.0,17.20957094787103,0.0,Very High
2024-01-05 19:21:43.167863,graduation,3619.2723350164115,0.13577142411403462,19.976058236797325,56.88365647670024,4,19,False,True,124.85790585997404,0.0,123.74578285943049,Low
2024-01-05 19:27:06.917978,graduation,3682.5174771200254,0.09997363792275729,19.276373704651828,55.739887207750186,4,19,False,True,185.8706940582135,0.0,111.25671597396554,Low
2024-01-05 19:30:00.000000,graduation,3188.0,0.1132508844246746,19.432156436357587,55.10498113566089,4,19,False,True,187.0,-61.26563167363794,125.73436832636206,Low
2024-01-05 19:31:22.645045,graduation,2955.092893216612,0.1856875336804232,26.20300807388247,48.58205125569308,4,19,False,False,324.79734446712615,0.0,50.24133959541886,Medium
2024-01-05 19:36:43.167863,graduation,1881.428548794073,0.4102582153207031,30.015075499734714,70.08151637271801,4,19,False,False,0.0,727.8557532429517,0.0,Medium
2024-01-05 19:39:32.150219,graduation,966.1490848510225,0.5955380540654555,12.440424888653826,36.6746691076866,4,20,False,False,0.0,417.34944663687827,0.0,High
2024-01-05 19:42:06.917978,graduation,1953.7883321242198,0.297567988230665,26.9235990981973,49.60273915704365,4,19,False,False,0.0,632.1703838048968,0.0,Medium
2024-01-05 19:45:00.000000,graduation,2117.0,0.3274158778096284,26.285602271310992,64.62820866460021,4,19,False,False,-1071.0,750.5341087750506,-320.46589122494936,Medium
2024-01-05 19:46:22.645045,graduation,3339.6611300886334,0.09954355648209863,20.100691918035892,52.68865251465824,4,19,False,True,208.65904342337126,0.0,134.72086499158198,Low
2024-01-05 19:51:43.167863,graduation,956.4117670999474,0.6250025485429018,10.896603581947163,51.559469360441,4,20,False,False,0.0,410.6180210789184,0.0,High
2024-01-05 19:57:06.917978,graduation,869.340343938719,0.45877477348504325,11.71062057094165,52.00722220016749,4,20,False,False,0.0,557.6967942512704,0.0,High
2024-01-05 20:00:00.000000,graduation,999.0,0.6101684913470257,11.416906701623912,56.32664910366658,4,20,False,False,-1118.0,447.23399590091407,-670.7660040990859,High
2024-01-05 20:01:22.645045,graduation,2165.19292833701,0.25832991147403256,27.095228711241994,66.11148814439869,4,19,False,False,0.0,701.7461348104121,0.0,Medium
2024-01-05 20:16:22.645045,graduation,1048.4264672358825,0.5178362163856713,11.52213698898458,59.885109245298295,4,20,False,False,0.0,424.6017048343866,0.0,High
2024-01-06 18:39:32.150219,political_rally,3623.199846952727,0.9860245940723008,26.58595875678309,82.14516517108979,5,19,True,False,0.0,-0.0,0.0,Very High
2024-01-06 18:51:43.167863,political_rally,4512.964522480386,1.0,24.353081232491565,74.22848707118696,5,19,True,False,0.0,-0.0,0.0,Very High
2024-01-06 18:54:32.150219,political_rally,8942.159883874243,0.17782816614788693,18.103822461678458,51.15847326594061,5,19,True,False,4319.0481374974715,0.0,2802.9010709476697,Medium
